Latitude_x,Longitude_x,Latitude_y,Longitude_y
33.849304,-98.506096,33.86489,-98.49707
46.6036,-112.035301,46.554756,-112.00766
34.632999,-98.428802,34.62356,-98.38077
41.537041,-81.458885,41.561108,-81.492004
29.862293,-97.928894,29.88684,-97.927246
36.512295,-97.845627,36.470303,-97.87634
40.054848,-109.68737,40.0243,-109.724396
40.204433,-109.35321,40.17651,-109.32233
29.772915,-95.395782,29.772385,-95.45676
53.607201,-115.8769,51.901188,-115.3577
47.012905,-114.224274,47.049103,-114.21132
47.175629,-113.476181,47.147972,-113.43576
46.850498,-111.987167,46.890602,-111.930084
35.32,-97.488297,35.280754,-97.464325
35.551868,-80.395042,35.557697,-80.32846
35.534698,-80.698601,35.509693,-80.74524
30.4266,-86.666702,30.46175,-86.70343
41.2658,-75.846397,41.2443,-75.82233
41.209202,-76.003304,41.163696,-75.99579
32.344009,-95.415749,32.35193,-95.404755
42.895958,-122.135933,42.951576,-122.09711
33.5079,-111.754601,33.524364,-111.77341
33.474499,-111.805099,33.524364,-111.77341
33.4883,-111.855003,33.506798,-111.901245
33.507999,-111.837799,33.506798,-111.901245
32.470158,-97.169113,32.4714,-97.19171
41.6992,-90.521896,41.726395,-90.530365
41.529999,-90.587502,41.510098,-90.550964
41.467201,-90.688301,41.517696,-90.695435
41.516399,-90.618896,41.510098,-90.550964
37.7808,-87.0756,37.777233,-87.02753
48.740799,-113.4347,48.78703,-113.394714
43.111362,-70.76973,43.156174,-70.74164
39.68425,-74.861488,39.722935,-74.840485
37.9081,-80.632797,37.91491,-80.612946
39.2981,-76.604698,39.261143,-76.57376
45.436901,-75.726097,45.444504,-75.66989
40.299999,-85.24556,40.341442,-85.222626
39.757835,-84.191666,39.794197,-84.17517
26.6028,-81.878899,26.634789,-81.914154
39.333099,-76.550003,39.36693,-76.54248
42.4631,-83.183296,42.429096,-83.22302
47.568237,-122.308624,47.603138,-122.38843
39.0667,-88.548302,39.09681,-88.52716
42.267002,-89.089172,42.29795,-89.15265
38.53672,-76.617195,38.496326,-76.65491
40.726898,-73.893303,40.772755,-73.90399
27.864273,-82.383362,27.892704,-82.40848
27.740299,-82.465599,27.787518,-82.427734
44.6633,-105.287498,44.659317,-105.28671
40.737499,-73.824402,40.7454,-73.76538
37.562599,-77.464996,37.5316,-77.49222
40.739265,-73.817696,40.7454,-73.76538
39.021702,-84.474403,39.05699,-84.45117
30.153675,-93.725899,30.161201,-93.71158
29.162943,-98.589127,29.130108,-98.53076
45.2094,-123.2118,45.20579,-123.16307
45.2094,-123.2118,45.20579,-123.16307
39.568901,-104.957199,39.56836,-104.96457
39.785629,-84.134369,39.794197,-84.17517
41.78339,-107.119186,41.80313,-107.12811
39.758236,-84.197372,39.794197,-84.17517
32.984261,-97.063705,33.010975,-97.06436
39.760658,-84.187675,39.794197,-84.17517
35.041416,-78.95311,35.012646,-78.97113
39.785,-84.134499,39.794197,-84.17517
41.658195,-91.503471,41.66793,-91.55411
35.158688,-78.728035,35.181824,-78.65912
39.757835,-84.191666,39.794197,-84.17517
39.638542,-104.569061,39.596104,-104.54367
36.0261,-80.341904,36.003593,-80.36243
43.58889,-70.877342,43.632713,-70.85782
37.747444,-113.055527,37.739895,-113.06789
36.203098,-80.215797,36.196865,-80.18143
30.356112,-81.635559,30.390087,-81.685394
43.656765,-70.629135,43.70562,-70.671875
36.1106,-80.2267,36.09033,-80.206116
47.609402,-65.633301,47.64039,-65.57117
46.993824,-120.54493,46.956722,-120.4841
27.089199,-82.362503,27.123196,-82.306366
42.633301,-83.325302,42.65959,-83.32416
42.6791,-83.130302,42.643265,-83.17856
40.720989,-74.192894,40.721893,-74.21707
34.256901,-97.474197,34.306683,-97.45831
28.958372,-82.643097,28.997509,-82.57507
40.323898,-79.868301,40.348774,-79.88559
39.0242,-95.711403,39.07,-95.671936
40.381901,-80.1856,40.38907,-80.16547
34.42775,-119.69091,34.46239,-119.73958
32.6558,-97.0886,32.687256,-97.06409
54.397202,-126.644997,50.417137,-124.524185
39.46487,-74.448738,39.4332,-74.49927
39.705799,-79.011902,39.670612,-79.048065
38.251099,-75.159401,38.22182,-75.17334
43.917953,-69.260803,43.96926,-69.30542
48.186497,-117.04911,48.19253,-117.00191
34.462502,-120.024399,34.51326,-120.02652
30.4758,-81.586899,30.477814,-81.54172
48.762699,-122.440201,48.721264,-122.36798
27.9319,-82.509697,27.909664,-82.52753
49.706402,-123.154404,49.686493,-123.13858
49.705158,-123.151329,49.686493,-123.13858
48.760036,-122.456467,48.721264,-122.36798
39.205559,-121.820457,39.167397,-121.876785
45.9533,-67.477798,45.923943,-67.44299
40.051899,-88.372398,40.069237,-88.408325
40.437431,-79.863571,40.455353,-79.85889
44.442799,-87.506104,44.467472,-87.520935
44.155636,-103.315765,44.1253,-103.25464
40.816002,-85.661102,40.826847,-85.71716
45.5285,-122.972397,45.57718,-122.9989
42.4006,-76.653801,42.390995,-76.6593
45.399158,-122.745499,45.4005,-122.76485
42.413601,-71.483299,42.41595,-71.49817
39.13868,-121.618843,39.121178,-121.569595
38.53455,-121.773399,38.51109,-121.78534
40.9958,-80.346703,40.962105,-80.31555
35.206112,-111.652779,35.17794,-111.70282
48.950699,-122.554398,48.897106,-122.613815
39.828388,-104.938461,39.78457,-104.98929
44.045425,-70.290192,44.05753,-70.21161
47.6325,-122.1427,47.661953,-122.08226
47.4902,-121.772697,47.484524,-121.842926
44.736465,-68.671143,44.727386,-68.65057
30.320192,-81.687012,30.284286,-81.70624
30.43111,-81.631943,30.390087,-81.685394
28.899616,-96.785133,28.927319,-96.81677
30.309196,-81.652588,30.284286,-81.70624
37.713299,-119.7061,37.72192,-119.66142
42.791401,-110.054703,42.83035,-110.114
43.6619,-79.3853,43.688118,-79.31128
42.869801,-109.870796,42.861153,-109.821594
40.445599,-80.016403,40.475613,-79.99899
47.552502,-122.064697,47.558735,-122.03894
37.54377,-119.839569,37.56299,-119.892914
27.849199,-80.455399,27.812168,-80.46741
40.860729,-74.129211,40.826977,-74.18152
40.6922,-75.237198,40.69558,-75.25839
39.827499,-104.937202,39.78457,-104.98929
46.8447,-122.311699,46.850857,-122.236115
39.310833,-76.474442,39.342632,-76.40567
36.109005,-79.802315,36.136333,-79.785675
30.135799,-81.633904,30.160496,-81.604706
30.367222,-81.59417,30.372013,-81.562775
43.974449,-70.124893,43.92262,-70.11157
44.089355,-70.214134,44.05753,-70.21161
47.754398,-122.162003,47.76514,-122.12573
46.758301,-122.1222,46.74746,-122.193115
47.753632,-122.277191,47.735775,-122.279144
37.4883,-120.8358,37.47473,-120.8537
47.141102,-121.937897,47.14541,-121.867065
34.325298,-82.386101,34.30602,-82.33667
37.642166,-120.994209,37.655945,-121.05716
45.2108,-93.668602,45.209526,-93.706696
37.097801,-84.611702,37.10732,-84.65344
39.5756,-86.477798,39.586025,-86.48538
47.197414,-120.958145,47.212723,-120.911026
47.411999,-122.304398,47.39681,-122.30098
37.893299,-84.589203,37.874428,-84.6593
47.140499,-122.299202,47.160805,-122.36604
30.0844,-93.761703,30.054016,-93.716064
40.631973,-80.547295,40.661728,-80.534485
47.633099,-122.362801,47.603138,-122.38843
47.612999,-122.201698,47.632633,-122.23541
41.30283,-105.585999,41.267494,-105.59784
36.126945,-95.99894,36.14397,-95.99332
34.176399,-118.315804,34.196964,-118.31087
39.327499,-94.951302,39.27698,-94.96689
47.600864,-122.148399,47.632633,-122.23541
47.597221,-122.319725,47.603138,-122.38843
36.187733,-106.69838,36.16,-106.75195
38.113098,-86.6036,38.06425,-86.57123
37.654701,-122.0317,37.662334,-122.054886
44.377048,-68.260902,44.42187,-68.31149
44.351665,-68.227219,44.388233,-68.167755
37.8778,-122.310303,37.84142,-122.2619
37.689613,-121.631912,37.645737,-121.62204
41.083099,-75.3283,41.037437,-75.29587
46.949699,-103.514397,46.921467,-103.53601
46.425598,-117.059799,46.422394,-117.06595
32.009201,-109.389198,31.967999,-109.418915
40.465599,-79.961098,40.475613,-79.99899
47.615299,-122.330002,47.603138,-122.38843
29.148899,-95.764999,29.133423,-95.71411
45.291412,-122.332626,45.25317,-122.38486
40.0117,-85.523598,40.046215,-85.558716
47.559975,-122.338264,47.603138,-122.38843
44.763901,-121.269402,44.804256,-121.25537
40.800735,-124.158493,40.80853,-124.13104
37.197201,-86.9561,37.226162,-86.966705
29.313601,-95.201401,29.340164,-95.219574
31.351389,-100.493889,31.338062,-100.464386
40.551994,-124.125893,40.569225,-124.18353
46.041901,-72.660004,46.03388,-72.74347
35.972347,-81.933075,35.997517,-81.86014
35.281792,-80.851471,35.296524,-80.79248
35.123955,-80.907578,35.102455,-80.969666
37.20586,-107.25412,37.20194,-107.304016
37.701099,-97.313904,37.666264,-97.34265
33.403301,-112.073097,33.382553,-112.00775
32.031101,-96.398903,32.038914,-96.42807
42.065121,-71.012688,42.086723,-71.01776
33.412399,-111.9347,33.400238,-111.88013
33.299,-111.8843,33.293674,-111.85907
33.309944,-111.720032,33.311176,-111.73157
37.897499,-97.492073,37.88278,-97.48117
31.689722,-106.459724,31.730682,-106.447784
40.735001,-112.210999,40.72399,-112.172424
33.406399,-112.144302,33.364723,-112.135315
33.821701,-112.017403,33.826607,-111.964966
45.511986,-122.482033,45.4605,-122.469635
41.790798,-87.6017,41.753437,-87.61017
34.1992,-118.533096,34.146408,-118.56503
31.7122,-106.395302,31.730682,-106.447784
31.735556,-106.459724,31.730682,-106.447784
44.778744,-122.61705,44.7486,-122.655624
40.427349,-80.592529,40.448277,-80.58588
44.395802,-122.730499,44.40728,-122.674484
51.081402,-114.140297,51.089745,-114.06091
38.740799,-87.485298,38.686893,-87.458496
35.765411,-82.264946,35.72989,-82.32141
33.636902,-112.339401,33.66625,-112.32791
33.369999,-112.620697,33.398315,-112.66708
42.607819,-113.786819,42.600376,-113.798065
33.852604,-116.540962,33.877327,-116.483
33.545502,-111.609299,33.541775,-111.64548
42.240002,-83.599701,42.247147,-83.55667
42.607819,-113.786819,42.600376,-113.798065
38.920834,-86.080521,38.88819,-86.027954
33.686741,-112.294167,33.66625,-112.32791
37.659698,-97.297203,37.666264,-97.34265
33.684502,-112.086357,33.70223,-112.07181
29.5256,-95.070602,29.552078,-95.091675
33.7188,-111.671799,33.75508,-111.687195
33.611,-111.725304,33.630978,-111.7944
33.396099,-111.968002,33.382553,-112.00775
40.112202,-75.309196,40.14281,-75.2887
46.202599,-117.953903,46.173,-117.942184
37.781399,-97.337196,37.774765,-97.34317
51.009399,-114.025299,50.985584,-114.029465
41.913601,-87.7239,41.87238,-87.73993
37.6511,-97.362198,37.666264,-97.34265
39.967899,-80.746399,39.91449,-80.71295
29.940001,-89.919998,29.970821,-89.87628
29.2069,-81.053101,29.205856,-81.045135
29.9431,-89.976097,29.979149,-89.999695
29.935301,-89.955597,29.979149,-89.999695
41.656944,-85.96833,41.620075,-86.02319
35.408138,-94.524414,35.36293,-94.542755
41.7178,-85.824699,41.714535,-85.86151
35.031502,-120.501007,35.08673,-120.48172
36.911667,-87.323608,36.926212,-87.28122
39.426891,-84.200768,39.47184,-84.2345
35.581699,-94.938904,35.587593,-94.93503
41.755798,-87.545303,41.753437,-87.61017
38.7267,-89.959198,38.756744,-89.96472
38.704498,-90.139702,38.656837,-90.114044
42.109402,-76.8022,42.073967,-76.75653
42.290092,-123.232101,42.263897,-123.20529
33.183018,-80.030708,33.205612,-80.06152
42.104198,-123.681099,42.139343,-123.76578
48.429199,-123.358299,48.408146,-123.40851
44.115799,-123.121071,44.078205,-123.16867
43.989643,-124.109314,43.99438,-124.07599
40.301899,-121.235001,40.31151,-121.26401
48.432899,-123.492798,48.408146,-123.40851
47.320301,-102.526398,47.29267,-102.46484
43.836399,-82.643097,43.786186,-82.63269
47.630798,-122.641098,47.676537,-122.58548
48.580299,-123.442802,48.613136,-123.501205
29.7188,-95.259911,29.76846,-95.2099
39.808334,-120.471664,39.795513,-120.49545
46.7686,-75.4319,46.726097,-75.384674
37.0033,-76.3992,37.00028,-76.384766
37.103683,-76.386948,37.105972,-76.35419
42.161701,-123.648354,42.17072,-123.625854
31.365801,-109.730904,31.39037,-109.70764
33.410461,-112.00264,33.382553,-112.00775
33.461807,-112.128044,33.47124,-112.15677
51.0467,-114.0728,51.089745,-114.06091
51.047611,-114.075165,51.089745,-114.06091
29.192801,-82.173302,29.157238,-82.17346
29.170799,-82.1008,29.139786,-82.05261
35.750599,-94.669701,35.798965,-94.661835
45.768532,-122.772102,45.741184,-122.746185
39.192966,-106.823181,39.203278,-106.89346
41.7547,-87.7136,41.764538,-87.7547
44.062725,-69.093422,44.03982,-69.11682
41.895802,-87.607498,41.86127,-87.59515
42.799702,-73.9403,42.79759,-73.95032
41.965,-87.876099,41.99116,-87.87018
47.070801,-65.4244,47.02607,-65.39343
29.2631,-94.8564,29.226238,-94.85425
46.2756,-116.021599,46.244873,-116.05235
40.771,-84.053902,40.7609,-83.993866
31.1889,-85.423302,31.19926,-85.46542
40.7719,-84.051697,40.7609,-83.993866
29.686666,-81.656387,29.737778,-81.68793
30.108221,-97.293739,30.104912,-97.30994
37.476898,-97.366402,37.449284,-97.34161
30.347809,-97.37851,30.319038,-97.43509
36.105801,-82.045403,36.140083,-82.1026
39.072498,-84.525002,39.071854,-84.58963
34.290001,-119.313599,34.332245,-119.29399
34.276321,-118.683693,34.225994,-118.722916
37.743649,-121.934189,37.6918,-121.92294
39.563301,-76.203903,39.52958,-76.20532
40.2169,-110.182297,40.19287,-110.186035
40.012798,-105.266701,39.981327,-105.296326
26.2906,-80.096901,26.233055,-80.06955
48.818298,-72.742798,48.82001,-72.769165
26.2176,-80.127602,26.233055,-80.06955
38.958302,-104.816704,38.928993,-104.752335
38.853096,-104.901283,38.81153,-104.87924
38.848,-104.828598,38.81153,-104.87924
34.383301,-118.528297,34.382065,-118.49927
38.830894,-104.839241,38.81153,-104.87924
35.139999,-85.169701,35.080757,-85.125
40.444698,-80.419998,40.428715,-80.44565
37.4828,-122.202202,37.528374,-122.14928
41.687801,-87.538902,41.634354,-87.480835
41.705227,-76.512726,41.70877,-76.56952
41.5144,-90.517197,41.510098,-90.550964
45.337799,-80.037804,45.336674,-80.10019
38.8386,-94.746399,38.837814,-94.700775
31.169399,-81.496399,31.131332,-81.53793
40.052242,-88.372551,40.069237,-88.408325
39.942799,-81.337303,39.883667,-81.2948
39.620407,-105.338722,39.64717,-105.39813
43.455601,-74.514999,43.45622,-74.4848
49.1217,-123.860001,49.09367,-123.891846
49.200802,-123.993896,49.1958,-123.93948
36.893101,-81.254997,36.90421,-81.25647
39.533901,-105.07,39.55878,-105.1048
36.173416,-115.332726,36.180534,-115.32001
42.2869,-89.999702,42.242855,-90.04028
36.270592,-115.238281,36.308395,-115.21515
25.471901,-80.482803,25.439682,-80.47281
42.4669,-87.810303,42.42244,-87.81128
42.386902,-87.8414,42.42244,-87.81128
47.972099,-89.690804,47.95902,-89.71048
43.660248,-70.268967,43.61217,-70.24231
36.169758,-115.263039,36.180534,-115.32001
41.670799,-87.732498,41.656677,-87.76947
41.910599,-91.651901,41.89078,-91.68201
46.575401,-119.002098,46.544884,-119.034485
32.677799,-115.389702,32.637867,-115.37778
32.676182,-115.48307,32.721775,-115.529144
32.978298,-115.5383,32.9331,-115.58121
33.419018,-110.829666,33.429527,-110.83743
42.802742,-84.350273,42.76905,-84.345215
30.2603,-81.4533,30.248066,-81.461365
37.0056,-118.293602,36.9819,-118.30722
42.099701,-71.620003,42.103523,-71.61957
40.628101,-75.341103,40.590176,-75.29224
42.263901,-71.794701,42.26721,-71.86069
26.1308,-97.937202,26.156342,-97.8851
26.288622,-98.152069,26.259953,-98.12259
42.692131,-90.696373,42.714455,-90.73007
39.038502,-82.045601,38.993603,-82.06116
45.685139,-121.527481,45.636402,-121.58067
30.8486,-83.293297,30.824451,-83.24701
30.262808,-81.606834,30.266243,-81.58377
30.308535,-81.705559,30.284286,-81.70624
40.603943,-74.276176,40.616783,-74.25253
30.378166,-81.84079,30.408016,-81.808105
37.366699,-118.416702,37.40384,-118.43414
36.807915,-114.060875,36.815975,-114.10129
35.5,-82.599998,35.550465,-82.627045
36.391029,-114.907433,36.35126,-114.951324
43.970001,-74.220001,43.953594,-74.155
36.815899,-114.050346,36.815975,-114.10129
35.606201,-82.584396,35.65744,-82.60605
38.459202,-82.633904,38.40321,-82.606995
32.498299,-116.9767,32.472755,-116.90602
47.682201,-116.765297,47.66945,-116.82803
39.889439,-119.964371,39.90523,-119.948395
40.592541,-105.141098,40.64924,-105.08974
35.107201,-106.562798,35.082794,-106.61023
40.642029,-105.275032,40.63951,-105.23215
39.240299,-105.983101,39.271057,-106.05728
39.839199,-104.948898,39.78457,-104.98929
47.788898,-116.804398,47.774136,-116.86258
47.555252,-116.817329,47.564705,-116.79361
36.802799,-118.116699,36.79596,-118.11258
41.401402,-73.444702,41.34708,-73.40643
32.6292,-115.446899,32.616135,-115.503204
32.633598,-115.504204,32.616135,-115.503204
43.59901,-96.78331,43.63076,-96.77582
38.088902,-88.625,38.124264,-88.64273
45.468597,-98.494064,45.459045,-98.46063
35.1539,-106.695602,35.178947,-106.75595
35.0186,-106.651901,34.975143,-106.59628
39.41,-76.2967,39.42387,-76.23718
35.064999,-106.578903,35.082794,-106.61023
35.1353,-106.584702,35.082794,-106.61023
35.1441,-106.604401,35.190475,-106.62422
40.462181,-74.429436,40.433254,-74.46124
41.75613,-124.203468,41.701534,-124.195145
36.540798,-82.521698,36.530746,-82.56903
39.106701,-108.741096,39.143677,-108.71719
32.988098,-97.476402,33.01006,-97.4505
36.5975,-118.040001,36.584896,-118.0504
45.648102,-73.499702,45.62542,-73.541504
41.644066,-83.546249,41.69514,-83.52005
45.502499,-73.6661,45.521168,-73.58081
41.494175,-83.718941,41.49655,-83.706024
36.0494,-117.943901,36.05724,-117.896515
46.955997,-112.655396,46.92475,-112.57681
36.0075,-115.263054,35.96814,-115.26639
46.502903,-110.906273,46.461475,-110.87773
46.99881,-113.384842,47.04229,-113.407394
47.347397,-113.58979,47.339752,-113.64859
45.206448,-112.642517,45.171745,-112.61156
29.134779,-97.276573,29.140907,-97.30618
36.106388,-115.253334,36.074337,-115.29317
42.612114,-71.307518,42.59394,-71.27527
33.863022,-98.571785,33.86303,-98.62723
40.720798,-77.9319,40.707684,-77.897095
35.064098,-106.761292,35.071293,-106.74179
41.551701,-86.370598,41.538185,-86.32825
41.696701,-86.214699,41.7407,-86.14993
44.402981,-65.202766,44.466595,-65.24768
33.942295,-78.019264,33.96815,-78.02649
43.746944,-101.941109,43.753105,-101.86893
41.754871,-86.110092,41.7407,-86.14993
36.487801,-117.871002,36.504143,-117.88815
48.607407,-112.363838,48.582615,-112.35321
44.433601,-65.205803,44.466595,-65.24768
41.247398,-95.973099,41.24278,-95.91821
45.259281,-122.58815,45.22334,-122.532074
37.13678,-107.628632,37.177067,-107.57454
37.102581,-107.870216,37.15156,-107.84488
33.385502,-110.867264,33.429527,-110.83743
33.654724,-111.107407,33.609932,-111.13327
33.4856,-86.915001,33.519035,-86.93695
43.815231,-87.791939,43.833443,-87.76373
33.3311,-87.003601,33.30433,-86.965515
33.397434,-110.874451,33.429527,-110.83743
45.445,-73.470001,45.49361,-73.43207
45.4333,-73.933296,45.47143,-73.91736
38.879501,-80.847702,38.82721,-80.82422
41.995602,-83.946701,41.95702,-83.909454
45.466702,-73.75,45.444252,-73.768616
45.656898,-73.574997,45.62542,-73.541504
41.208084,-95.947441,41.24278,-95.91821
35.498611,-83.309998,35.526737,-83.30524
34.510956,-117.325546,34.498783,-117.319885
33.5453,-86.549202,33.58985,-86.53592
41.675213,-83.306931,41.67903,-83.376495
45.5942,-73.641701,45.652847,-73.69061
40.472824,-74.422401,40.433254,-74.46124
35.434769,-83.442131,35.4358,-83.456604
45.480598,-73.573601,45.521168,-73.58081
45.547199,-73.7472,45.54857,-73.729675
45.523102,-73.493896,45.49361,-73.43207
41.669003,-83.28717,41.662754,-83.23297
44.8992,-116.093903,44.912167,-116.11896
44.890198,-116.106499,44.912167,-116.11896
54.230801,-125.764397,50.54249,-123.88597
41.742599,-72.641701,41.757412,-72.65808
30.178301,-82.619202,30.194702,-82.60437
41.361889,-81.864609,41.383755,-81.82599
40.277802,-105.545303,40.29548,-105.4769
41.446682,-81.662422,41.472546,-81.65921
45.8139,-73.436096,45.833805,-73.462555
40.571259,-105.079765,40.541176,-105.07704
39.465599,-77.958298,39.49505,-77.944824
35.151402,-80.866898,35.18994,-80.81598
35.2411,-80.783096,35.296524,-80.79248
35.314159,-80.71347,35.27723,-80.66193
35.213169,-80.874084,35.18994,-80.81598
41.492191,-81.678551,41.472546,-81.65921
42.2742,-71.875801,42.26721,-71.86069
36.610298,-119.537498,36.617218,-119.58986
36.011703,-94.167435,36.00316,-94.11926
45.601849,-73.541969,45.62542,-73.541504
36.179699,-94.116699,36.219826,-94.11075
37.626678,-79.512604,37.64766,-79.55902
45.542709,-73.571762,45.521168,-73.58081
34.22934,-111.329697,34.233658,-111.38406
33.3992,-110.858902,33.429527,-110.83743
41.427101,-80.145103,41.388596,-80.20999
28.720926,-97.220879,28.713604,-97.18274
38.188389,-121.705643,38.197506,-121.67377
41.322472,-95.937988,41.351227,-95.916504
41.25948,-96.034714,41.243988,-96.06244
